Sr. No.,Page,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste/Category,Cut‑off Rank,Cut‑off Percentile
8342,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,VII,GSEBCH,158584,23.9454765
8343,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,VII,LSEBCH,153481,27.8154230
8344,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,95380,63.5370419
8345,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,146622,33.0999720
8346,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSCO,115355,53.7694785
8347,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSEBCO,157187,24.4231968
8348,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,II,LNT2O,139144,38.8659877
8349,748,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517137210,Electronics and Telecommunication Engg,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,I,TFWS,136298,40.7306838
8350,749,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517161210,Mechanical Engineering,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,I,GOPENH,175143,6.2399253
8351,749,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517161210,Mechanical Engineering,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,I,LOPENH,143594,35.3791065
8352,749,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517161210,Mechanical Engineering,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOBCH,177578,3.0431498
8353,749,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517161210,Mechanical Engineering,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,I,GOPENO,175864,5.2422847
8354,749,05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",0517161210,Mechanical Engineering,"Un-Aided Home University : Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,I,GOBCO,176466,4.6975681
8355,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517219110,Civil Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,121785,50.0353239
8356,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517219110,Civil Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,LOPENS,121744,50.0957604
8357,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517219110,Civil Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,TFWS,128307,46.2784017
8358,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517219110,Civil Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,135687,41.0394031
8359,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517224510,Computer Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,25295,91.5509861
8360,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517224510,Computer Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,MI,154072,27.4155342
8361,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517224510,Computer Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,37148,87.4463921
8362,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517224610,Information Technology,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,40183,86.2190813
8363,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517224610,Information Technology,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,LOPENS,16231,94.5993915
8364,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517224610,Information Technology,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,TFWS,23773,92.0938243
8365,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517224610,Information Technology,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,53885,81.3738935
8366,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517229310,Electrical Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,92238,65.5460439
8367,750,05172,"R. C. Patel Institute of Technology, Shirpur",0517229310,Electrical Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,106420,58.1588042
8368,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517237210,Electronics and Telecommunication Engg,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,71902,74.3614357
8369,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517237210,Electronics and Telecommunication Engg,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,LOPENS,75080,73.1122470
8370,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517237210,Electronics and Telecommunication Engg,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,84856,68.9053056
8371,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517261210,Mechanical Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,95487,63.5370419
8372,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517261210,Mechanical Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,LOPENS,103346,60.2294112
8373,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517261210,Mechanical Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,TFWS,85273,68.4785771
8374,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517261210,Mechanical Engineering,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,114945,54.0550229
8375,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517291210,Computer Science and Engineering(Data Science),Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,44358,84.7973394
8376,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517291210,Computer Science and Engineering(Data Science),Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,LOPENS,43882,84.8861370
8377,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517291210,Computer Science and Engineering(Data Science),Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,49144,82.9978985
8378,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517292110,Artificial Intelligence and Machine Learning,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,47261,83.7440631
8379,751,05172,"R. C. Patel Institute of Technology, Shirpur",0517292110,Artificial Intelligence and Machine Learning,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,MH,MI,58791,79.5235744
8380,752,05172,"R. C. Patel Institute of Technology, Shirpur",0517299510,Artificial Intelligence and Data Science,Un-Aided Autonomous Linguistic Minority - Gujarathi Home University : Autonomous Institute,State Level,I,GOPENS,56288,80.5358903
